"Text","Target","Source"
"said a teacher did the writer ""wrong""","2.0","Threat Texts"
"said he was going to ""shoot the school""","2.0","Threat Texts"
"several social media posts” — including one in which the suspect, armed and clad in a ballistic vest,","2.0","Threat Texts"
"showing up with M16s and throwing pipe bombs through classroom windows","2.0","Threat Texts"
"someone was ""getting ready to shoot Crestwood up""","2.0","Threat Texts"
"Source has photo of letter; too long to transcribe here","2.0","Threat Texts"
"Stated Armada High School could be ""next""","2.0","Threat Texts"
"Stated that January 31st was a date the school wouldn't forget","2.0","Threat Texts"
"stated there was a student “plan to shoot up the high school.”","2.0","Threat Texts"
"stated they were going to ""shoot up the school""","2.0","Threat Texts"
"swastikas and “KKK,”","2.0","Threat Texts"
"The 18-year-old said he intended to bring a gun to school, and then he did.","2.0","Threat Texts"
"The student sent several messages through the app, including one regarding a gun and that the student would “bring it to school and kill everyone,”","2.0","Threat Texts"
"The student told Wall-Howard (assistant principal) that (a student) was talking about if he were to come to shoot up the school, (that student) would know where to access the school and could have the entire downstairs before the upstairs even knew what was going on. The student also informed Wall-Howard that (the other student) mentioned needing to sell his current firearms to upgrade to an AK-47.","2.0","Threat Texts"
"There will be a school shooting in the commons area on ovtober 21st 2019","2.0","Threat Texts"
"Threat from male “Im going to eliminate Everyone that I hate, if you’ve done nothing wrong there’s nothing to worry about. But i’m warning you, If you’re so confident and think you can stop me, i will have no choice but to eliminate you as well. Don’t let that person be you.”","2.0","Threat Texts"
"threat said that a shooting would occur monday","2.0","Threat Texts"
"threat specifically mentioned ""fourth hour""","2.0","Threat Texts"
"threatened other students on social media that they ""wanted to get out of class""","2.0","Threat Texts"
"threatened to shoot and bomb the school,","2.0","Threat Texts"
"Threats of shooting up the school cafeteria and Instagram threats referencing Columbine","2.0","Threat Texts"
"To commit a school shooting","2.0","Threat Texts"
"To shoot 20 students and four administrators at OGHS around 10:30 a.m. Friday.","2.0","Threat Texts"
"wanted the school ""stot up"", ""I was to murder every [person]... inside this school""","2.0","Threat Texts"
"Warned not to come to school Monday","2.0","Threat Texts"
"Wednesday 9/4/19: ""“time to shoot up the school” Friday 9/6/19: ""and this time I’m not joking. It’s for real.""","2.0","Threat Texts"
"were going to shoot a number of students and staff","2.0","Threat Texts"
"Witnesses stated he said he was going to “shoot up the school” and that “nobody will make it out alive,"" also held up his hand in a gun motion and said ""don't come to school tomorrow,"" also said ""shoot up the school and shoot a teacher first""","2.0","Threat Texts"
"Wrote about the fireworks the day prior, “was a test to see how long it took the police to arrive.""","2.0","Threat Texts"
"Month leader subject beat.
Message institution thus green tax focus. Manager want development head thousand.
Organization attorney phone arm interview hair her.
Include him discuss health trial car think act. Wonder town school moment deep political.","0.0","Beningn Data 1"
"Many computer father yourself policy attorney. Money inside full investment really ball federal exist. Group great short customer we reflect. Stuff great tell others seven expert same.
Sport serious board these. Central place size movement win media.","0.0","Beningn Data 1"
"Around base message safe image house. Eight we nor enough.
Right minute send. Before but message resource century white. Away small guy find will type word.
Check member century point. Family since coach face share turn.","0.0","Beningn Data 1"
"Each late issue personal into item.
Fund call plan throw let boy. Assume interesting mouth decision player parent cover. House base father marriage apply avoid where blue.
Do exist evidence chair environmental believe. Section necessary meet well however relationship beyond.","0.0","Beningn Data 1"
"Give about name security mission our speech. Tend imagine factor owner together.
Out stock miss fly.
Especially cultural role church check design. Test certain response ask cause player only.
Suggest figure entire owner its same. Appear play hotel rest really.","0.0","Beningn Data 1"
"Body mouth add forward return standard. Bar while never conference budget red.
Conference building role something. Base there really American.
Wife air season director option. Live pay degree hour news join control many. Choice walk simple since.","0.0","Beningn Data 1"
"Bill support level. Analysis leader voice option long dark. Into catch hospital kind.
Size research behind throughout. Rate lawyer president alone couple face bring. Especially weight process rich along defense identify.","0.0","Beningn Data 1"
"Seem environmental all need. Project rise nice.
Begin establish single sign whom education. While decade side yet teacher.
Law high especially trial go. Property hard fast cultural themselves what. Stage easy buy allow.","0.0","Beningn Data 1"
"Everyone we say financial just. Food again response often amount mention look radio.
Hit decade discover believe production firm do. Me edge series want small another catch meet. Admit sing management suddenly.
Evening throw throw teach according address study.","0.0","Beningn Data 1"
"Next myself strategy special state left friend. Relationship shake bad less guy cultural instead. Level world today although event.
To happen most really finish drop firm. Get deep tree.
Red walk life rest owner tax. Box than chair line wind why safe him.","0.0","Beningn Data 1"
"Into theory stop energy bar big officer letter.
Give day indeed guy Democrat style bring news. Capital director great long least whether real him. Next other western peace.","0.0","Beningn Data 1"
"Democratic meet executive part teach very two.
Impact network save. Remember any rise.
Soon power explain run. Citizen skill skill movie middle knowledge author cup. Into operation seat doctor direction let about.","0.0","Beningn Data 1"
"Art check reveal. Positive white kitchen your respond relationship. Partner might paper. Enough land condition consider.
Clear choose position administration ok finally.
Wish conference guy. End sound across issue but.","0.0","Beningn Data 1"
"Good eye everybody score improve admit care. Base rather financial fire instead national. Individual me teach step box production technology.
Dog sell provide reality listen or statement. Man spring door material.","0.0","Beningn Data 1"
"Treatment century prepare day. Summer however general sense see. Fight majority general themselves.
No process return last pick. News baby loss look.
Will enter admit he ground else door. Executive Democrat article because knowledge allow by.","0.0","Beningn Data 1"
"Floor ground figure beyond front quickly. Determine night already agreement away whole.
Season out market until force worker. Threat indeed become man television discussion kitchen plant. Order month benefit degree degree. Each according try research.","0.0","Beningn Data 1"
"Some own nor. Receive it where return speak resource.
Recently foot no notice short news. Mr score understand good.
Civil after certainly. Necessary become class care a project. Building receive area relationship marriage. While join let boy.
Evidence change where heavy.","0.0","Beningn Data 1"
"Pay author foot show turn might air.
Worry impact threat magazine focus local woman establish. Glass record get wish.
Ever soon claim last. Drug cover camera environmental mission unit hot.","0.0","Beningn Data 1"
"Your perform hold bed feel foot. Art floor any ability.
Order point push everyone other hear material. Election difference sister career heavy health turn article. Piece nor throughout some politics. Mouth month sport month.","0.0","Beningn Data 1"
"Thought final kid couple store. Far difference share suggest piece product five perform.
Know art choice public few heart. Have stop lawyer public inside support. Dream your thing and conference food.
Per evening senior admit. Rather discussion true.","0.0","Beningn Data 1"
"Nice discussion consider authority back again food factor. Citizen pretty identify scene. Receive pay scientist.
Under friend best. Least religious usually west debate particular.
Writer forget street time three financial. Standard see box knowledge turn.","0.0","Beningn Data 1"
"Act total dream rich. Now without experience especially activity adult fight score. Compare through pretty receive blood.
Pretty set answer expert. Economic against person generation.
Offer painting best necessary. Realize major door join. Arm person truth listen deep brother.","0.0","Beningn Data 1"
"Modern bar scene thus risk teach. Budget table need consumer reach. Face language right nice bit commercial stage.
Make capital his perhaps top. Mrs event form our. Cut bring available black standard Mrs lay writer.","0.0","Beningn Data 1"
"Class scene care authority remain subject shoulder. Director thank audience cover table. Politics and must dark. Very power news really agent society.
Bank fire necessary ground capital. Win brother million part interview. City group realize special argue room.","0.0","Beningn Data 1"
"Our just item pattern manager I.
Minute better wear use tonight. Director traditional pass here page even. Stock century tough soldier hotel produce on.
Certainly data almost less. Fine discuss understand trip. Although assume surface assume pressure month management.","0.0","Beningn Data 1"
"Degree field federal serious close. Spring scene resource family traditional still oil fight.
White environmental more contain fear kind total. Everything control moment heavy person build. Not step it yet young whole ball.","0.0","Beningn Data 1"
"Which right individual reduce. Service history throw across southern should foot. Church argue like strategy success kid personal could.
Firm sport ball very. Pay where practice between outside.","0.0","Beningn Data 1"
"Street surface politics teach stuff power. Book foreign government plant people couple. Whole reflect admit per month.
Major beyond information whether manager. Writer college wall beyond list. Character soon opportunity dog.","0.0","Beningn Data 1"
